film,sort_type,review,sentiment,normalized_review
The Invitation,highest,This was a really good movie. I enjoy films that take place in one setting. I like how you knew something was wrong the entire movie but you canâ€™t really put your finger on it til the end. The ending definitely pays off. There could have even been a sequel in my opinion.I like how it tied in to the death of his child. This movie was working through a few layers,positive,this was a really good movie i enjoy films that take place in one setting i like how you knew something was wrong the entire movie but you can t really put your finger on it til the end the ending definitely pays off there could have even been a sequel in my opinion i like how it tied in to the death of his child this movie was working through a few layers
Ida,lowest,if there like a law in poland where all their movies have to be about ww2,neutral,if there like a law in poland where all their movies have to be about ww
Ida,lowest,"Pawlikowski acts like an excited child who obsessively plays with one toy. His academic ratio compositions that wowed the audiences are so dull, decorative and meaningless that after 10-20 minutes into the film, I was beating myself out of boredom, hoping to witness something real and worth watching among these ""magnificent"" pictures. Alas, it failed me through and through.",positive,pawlikowski acts like an excited child who obsessively plays with one toy his academic ratio compositions that wowed the audiences are so dull decorative and meaningless that after minutes into the film i was beating myself out of boredom hoping to witness something real and worth watching among these magnificent pictures alas it failed me through and through
Ida,lowest,"Its relentlessly grim and never really comes to grips with what makes Ida tick, so we feel very little for her, or anyone, which is a problem. If you have a knowledge of the politics of this era after the war no doubt you will understand the dynamic more fully, but an average movie goer wanting to be entertained will find nothing here. It's lovely to look at and shot in the old fashioned 4-3 format in beautiful black and white, and the characters move in and out of the frame - which is interesting, but not the first time this has been done. Extremely depressing.",positive,its relentlessly grim and never really comes to grips with what makes ida tick so we feel very little for her or anyone which is a problem if you have a knowledge of the politics of this era after the war no doubt you will understand the dynamic more fully but an average movie goer wanting to be entertained will find nothing here it s lovely to look at and shot in the old fashioned format in beautiful black and white and the characters move in and out of the frame which is interesting but not the first time this has been done extremely depressing
Ida,lowest,"cute and sad, but i hate being sad",negative,cute and sad but i hate being sad
Ida,lowest,"Score: 4/10Replay Value: NoneWorth Buying: NoIt's not because it's in Black & White or it's 1:33 aspect ratio reminding me of the film Mommy (2014). It was soooo boring. I love Foreign Films and I guess my expectation for this was just too high. There wasn't enough happening enough for me to even pay attention 100% of the time. The only Pros were both the Acting & Music, and if not for the Acting I'd probably give this aâ€¦",negative,score replay value noneworth buying noit s not because it s in black white or it s aspect ratio reminding me of the film mommy it was soooo boring i love foreign films and i guess my expectation for this was just too high there wasn t enough happening enough for me to even pay attention of the time the only pros were both the acting music and if not for the acting i d probably give this a
Ida,lowest,The story had so much potential if they wouldâ€™ve actually focused on the script instead of aesthetic shots and her beautiful face for every 2 seconds. I hate when they do that,positive,the story had so much potential if they would ve actually focused on the script instead of aesthetic shots and her beautiful face for every seconds i hate when they do that
Ida,lowest,Yawn. Only thing great about this film is the cinematography.,positive,yawn only thing great about this film is the cinematography
Ida,lowest,"â€œYour only choices, as a Jew, are suicide or convert and accept Jesus Christ as your Lord and Saviorâ€ -IdaGets away with its disturbing message because it dulls your senses into complacencyArticulated better at:jewishjournal.com/culture/arts/hollywood/162774/what-ida-gets-right-and-wrong/?gf_protect_submission=1",negative,your only choices as a jew are suicide or convert and accept jesus christ as your lord and savior idagets away with its disturbing message because it dulls your senses into complacencyarticulated better at jewishjournal com culture arts hollywood what ida gets right and wrong gf protect submission
Ida,highest,POLISH CINEMA IS SMTH ELSE ðŸ‘ŒðŸ»ðŸ½ï¸ðŸ·ðŸŽžï¸,neutral,polish cinema is smth else
Ida,highest,"Really beautifully made movie. A lot is conveyed with minimal dialogue or connective tissue. Difficult to know what to say about the movie, but to hit upon the main points, Ida is about her exposure to the world before taking a nunâ€™s vows, a glance at what her life could be outside of the devout path, and learning about her family that is alien to her. What her life is not/ what her life would have been without the holocaustâ€¦",positive,really beautifully made movie a lot is conveyed with minimal dialogue or connective tissue difficult to know what to say about the movie but to hit upon the main points ida is about her exposure to the world before taking a nun s vows a glance at what her life could be outside of the devout path and learning about her family that is alien to her what her life is not what her life would have been without the holocaust
Ida,highest,"Ida feels like holding your breath for 80 minutes..and realizing you never exhaled.Shot in stark black and white, with frames that leave characters dwarfed by silence and space, this film doesnâ€™t scream. It stares. It asks you to sit still, to feel the weight of identity, grief, and history with no filter, no excess..just quiet devastation.Ida, a young nun about to take her vows, learns a truth that shakes everything she thought she knew. Her journey with herâ€¦",negative,ida feels like holding your breath for minutes and realizing you never exhaled shot in stark black and white with frames that leave characters dwarfed by silence and space this film doesn t scream it stares it asks you to sit still to feel the weight of identity grief and history with no filter no excess just quiet devastation ida a young nun about to take her vows learns a truth that shakes everything she thought she knew her journey with her
Ida,highest,Wanda = top 10 cinematic aunts in history,positive,wanda top cinematic aunts in history
Ida,highest,shotout to black and white war and post war romantic noir dramatic movies gotta be one of my favorite genresðŸ™,negative,shotout to black and white war and post war romantic noir dramatic movies gotta be one of my favorite genres
Ida,highest,"what responsibility do we have to the past, to our country and their sins, to our parents and their sins, to ourselves and our sins? what does the past mean for us?insane cinematography. most beautiful frames i have ever seen.Karl Ulrich & Brandon Wong recfrom Poland",positive,what responsibility do we have to the past to our country and their sins to our parents and their sins to ourselves and our sins what does the past mean for us insane cinematography most beautiful frames i have ever seen karl ulrich brandon wong recfrom poland
Ida,highest,I will never get over how beautiful this film is,positive,i will never get over how beautiful this film is
Ida,highest,"A quiet and somber exploration of womanhood, search for identity, multigenerational trauma, and past affecting future, set in 1960s communist Poland.",negative,a quiet and somber exploration of womanhood search for identity multigenerational trauma and past affecting future set in s communist poland
The Painted Bird,lowest,i'm concerned for the kid who had to act in this movie why the fuck would anyone make this,negative,i m concerned for the kid who had to act in this movie why the fuck would anyone make this
The Painted Bird,lowest,Amazon I want my 99 cents back.This movie steals every scene from another movie and overall is just stupid and sucksðŸ’©.,negative,amazon i want my cents back this movie steals every scene from another movie and overall is just stupid and sucks
The Painted Bird,lowest,"In this film, a new genre is invented - holocaustploitation.With each new scene, the film tries to surprise with some new abomination and becomes completely predictable.",positive,in this film a new genre is invented holocaustploitation with each new scene the film tries to surprise with some new abomination and becomes completely predictable
The Painted Bird,lowest,"My review of this could easily turn into the atrocity bitchabition, and it is not worth it.A film-festyA Serbian Film, but less splatstick & moreCall of Duty: This Is Serious, Mum.Mere seconds after I thought ""I bet this director loves CoD"" there was a Wilhelm Scream. Between that & its inability to have a German soldier do a good deed without immediately following it up with a gratuitous massacre of Jews presented as a rail-shooter, you know everythingâ€¦",negative,my review of this could easily turn into the atrocity bitchabition and it is not worth it a film festya serbian film but less splatstick morecall of duty this is serious mum mere seconds after i thought i bet this director loves cod there was a wilhelm scream between that its inability to have a german soldier do a good deed without immediately following it up with a gratuitous massacre of jews presented as a rail shooter you know everything
The Painted Bird,lowest,I just remembered this movie sucks literally one scene in particular just came back to me like damn ptsd. This movie is horrible and pointless and literally should die and be vilified idgaf. Fuck this director fuck this the source material prolly ass too and fuck that fuck Jordan Peterson for talking bout that book that mf weird and depressed. Anyways idk why i ever watched this avoid it like the plague if u have any trauma thank u good day.,negative,i just remembered this movie sucks literally one scene in particular just came back to me like damn ptsd this movie is horrible and pointless and literally should die and be vilified idgaf fuck this director fuck this the source material prolly ass too and fuck that fuck jordan peterson for talking bout that book that mf weird and depressed anyways idk why i ever watched this avoid it like the plague if u have any trauma thank u good day
The Painted Bird,lowest,"In 2019 some director guy had a brain blast from heaven and was like ""WOAHHHH what if i shot my depressing gross arty movie in BLACK AND WHITE!!!! NO ONE HAS EVER DONE THAT BEFORE AND YEAHHH THATD MAKE IT SUPER UNIQUE AND COOL AND MAKE UP FOR THE FACT THAT MY MOVIE IS A WORTHLESS EXERCISE BASED ON A BOOK THAT WAS ALSO A WORTHLESS EXERCISE/A LIE SOME DUDE WHO SPENT THE WAR OUT OF HARMS WAY LIKED TOâ€¦",negative,in some director guy had a brain blast from heaven and was like woahhhh what if i shot my depressing gross arty movie in black and white no one has ever done that before and yeahhh thatd make it super unique and cool and make up for the fact that my movie is a worthless exercise based on a book that was also a worthless exercise a lie some dude who spent the war out of harms way liked to
The Painted Bird,lowest,It should have been 90mins long max.,negative,it should have been mins long max
The Painted Bird,lowest,We soldiers for God needin new recruitsSo if you rhymin for the loot then youse a prostitute,positive,we soldiers for god needin new recruitsso if you rhymin for the loot then youse a prostitute
The Painted Bird,lowest,"Hateful, pointless, farcical, ugly, tedious, cheap, exploitative, incredulous, empty, unpleasant, misogynist, boring, overlong, heartless, humourless, BLACK & WHITE, contrived, cynical, nasty â€“ just a few words that only come close to describing how utterly repellent The Painted Bird is, a film with absolutely no redeeming factors bar about 4 minutes of visually arresting cinematography and a few short games of â€œwhoâ€™s that guy again?â€ as a few vaguely notable actors turn up along the way to mostly abuse, torture & betray aâ€¦",negative,hateful pointless farcical ugly tedious cheap exploitative incredulous empty unpleasant misogynist boring overlong heartless humourless black white contrived cynical nasty just a few words that only come close to describing how utterly repellent the painted bird is a film with absolutely no redeeming factors bar about minutes of visually arresting cinematography and a few short games of who s that guy again as a few vaguely notable actors turn up along the way to mostly abuse torture betray a
The Painted Bird,lowest,Can i give a film 0 stars?How people can call this entertainment and a must watch if you are a cinephile i have no idea. Its a snuff film.,neutral,can i give a film stars how people can call this entertainment and a must watch if you are a cinephile i have no idea its a snuff film
The Painted Bird,lowest,"Two hours into the most terrible, horrible, no good, very bad series of events Iâ€™ve ever willingly been made witness to, thereâ€™s a Wilhelm scream. Jerzy KosiÅ„ski and VÃ¡clav Marhoul are both hockers of undeserved misery porn. KosiÅ„ski stole and stitched together the work of a ton of other people and lied about it being autobiographical. Marhoul is smarmily going whole hog to make a pretentious art film. I donâ€™t use the word â€œpretentiousâ€ lightly. This is its definition.",negative,two hours into the most terrible horrible no good very bad series of events i ve ever willingly been made witness to there s a wilhelm scream jerzy kosi ski and v clav marhoul are both hockers of undeserved misery porn kosi ski stole and stitched together the work of a ton of other people and lied about it being autobiographical marhoul is smarmily going whole hog to make a pretentious art film i don t use the word pretentious lightly this is its definition
The Painted Bird,highest,Just FASCINATING!One of the most incredibly in-depth show case of war through the eyes of a kid.It shows how cruel can humanity be.And the cinematography just blew my mind.It's sheer perfection.,positive,just fascinating one of the most incredibly in depth show case of war through the eyes of a kid it shows how cruel can humanity be and the cinematography just blew my mind it s sheer perfection
The Painted Bird,highest,one of the few times when having your face eaten by birds isn't the worst thing to ever happen to you.,negative,one of the few times when having your face eaten by birds isn t the worst thing to ever happen to you
The Painted Bird,highest,One of the best book to movie adaptations ever.,positive,one of the best book to movie adaptations ever
Leave No Trace,lowest,couldâ€™ve been interesting but it wasnâ€™t so i fell asleep,positive,could ve been interesting but it wasn t so i fell asleep
Leave No Trace,lowest,bro what was this movie deadass,neutral,bro what was this movie deadass
Leave No Trace,lowest,watch any other movie ever created and it would be better than this,positive,watch any other movie ever created and it would be better than this
Leave No Trace,lowest,"Half star is far too generous. If you think a guy with untreated PTSD stubbornly dragging his kid into his problems is something to be glorified, this movie is for you. If you are into watching the grass grow, this movie is for you (however, be advised that when you watch the grass you can catch something remotely interesting happening, contrary to this movie). Easily makes my top 5 worst movies of all time.",positive,half star is far too generous if you think a guy with untreated ptsd stubbornly dragging his kid into his problems is something to be glorified this movie is for you if you are into watching the grass grow this movie is for you however be advised that when you watch the grass you can catch something remotely interesting happening contrary to this movie easily makes my top worst movies of all time
Leave No Trace,lowest,Me and my family found it really boring,negative,me and my family found it really boring
Leave No Trace,lowest,"The most boring, slowest, most depressing movies ever. The only movie worse than this was Marley & Me. If this movie was based on a true story, then ok. But this was just a made up sad story? Like why? It does not deserve a 100% score AT ALL! That's just absurd and outrageous. And it now calls every score into question. Simply insane.",negative,the most boring slowest most depressing movies ever the only movie worse than this was marley me if this movie was based on a true story then ok but this was just a made up sad story like why it does not deserve a score at all that s just absurd and outrageous and it now calls every score into question simply insane
Leave No Trace,lowest,Worst movie of all time. Dad gave up two free houses so his daughter could freeze in woods because he has ptsd? Seriously. Grow up.,negative,worst movie of all time dad gave up two free houses so his daughter could freeze in woods because he has ptsd seriously grow up
Leave No Trace,lowest,"I wanted to like this movie so bad. There I was, watching the trailer, reading some reviews, and getting really excited about this movie. So, I rented it and pressed play.Not long into the movie I lost all interest. The emotions weren't there despite the good acting and the pretty decent script. I liked the locations, the father and daughter relationship, but the movie just didn't sell me. It felt surface level on basically everything they wanted to talkâ€¦",positive,i wanted to like this movie so bad there i was watching the trailer reading some reviews and getting really excited about this movie so i rented it and pressed play not long into the movie i lost all interest the emotions weren t there despite the good acting and the pretty decent script i liked the locations the father and daughter relationship but the movie just didn t sell me it felt surface level on basically everything they wanted to talk
Leave No Trace,lowest,TERRIBLE MOVIE. Canâ€™t believe this got 100% on rotten tomatoes. You wait the whole movie for a pay off or something to happen and nothing does. Thatâ€™s all that needs to be said or Iâ€™ll get more mad about it.,negative,terrible movie can t believe this got on rotten tomatoes you wait the whole movie for a pay off or something to happen and nothing does that s all that needs to be said or i ll get more mad about it
Leave No Trace,lowest,I watched this a couple years ago with a friend who used to watch and discuss movies with me every weekend. We walked out of this movie and agreed to never speak of it again.I donâ€™t know who decided this was a good story but it was the most painful display of parenting on screen I think Iâ€™ve ever watched. By god please see a therapist.,positive,i watched this a couple years ago with a friend who used to watch and discuss movies with me every weekend we walked out of this movie and agreed to never speak of it again i don t know who decided this was a good story but it was the most painful display of parenting on screen i think i ve ever watched by god please see a therapist
Leave No Trace,highest,I think this film captures the feeling of alot of people in this country who after being or feeling rejected by society no longer choose to accept help from it. America is going through a massive shift right now and I think alot of people just don't understand some people don't WANT help. They don't WANT modern society. Maybe their lives would improve maybe not but you can't force people to accept it. Every society has its outskirts and peopleâ€¦,positive,i think this film captures the feeling of alot of people in this country who after being or feeling rejected by society no longer choose to accept help from it america is going through a massive shift right now and i think alot of people just don t understand some people don t want help they don t want modern society maybe their lives would improve maybe not but you can t force people to accept it every society has its outskirts and people
Leave No Trace,highest,Almost as good as Winter's Bone but much less painful to watch.,negative,almost as good as winter s bone but much less painful to watch
Leave No Trace,highest,idk in what combination or direction but somebody failed somebody here,negative,idk in what combination or direction but somebody failed somebody here
Leave No Trace,highest,â€œWhereâ€™s your home?â€â€œWith my dad.â€Everything about this movie is so beautiful and heartbreaking. Iâ€™ll never forget watching this with my dad and both of us just being stunned at the ending. Such a good movie.,positive,where s your home with my dad everything about this movie is so beautiful and heartbreaking i ll never forget watching this with my dad and both of us just being stunned at the ending such a good movie
Leave No Trace,highest,"Leave No Trace is one of those films that says a lot through seemingly simple means.While contemplating on it, I asked myself: is it a simple film, or a pure one?It is, in fact, a pure film â€” a beautiful demonstration of restraint and authenticity.When you consider its emotional arcs, its portrayal of nature, and its exploration of the human soul, Leave No Trace delivers a quietly powerful and complete journey.",positive,leave no trace is one of those films that says a lot through seemingly simple means while contemplating on it i asked myself is it a simple film or a pure one it is in fact a pure film a beautiful demonstration of restraint and authenticity when you consider its emotional arcs its portrayal of nature and its exploration of the human soul leave no trace delivers a quietly powerful and complete journey
Leave No Trace,highest,"The quietness is blissful.Gentle people with gentle souls, trying to live a gentle life.An ex military father suffering with PTSD chooses to remove himself and his daughter from society, but society keeps dragging them back.Both Ben Foster and Tomasin Mckenzie, who plays his daughter, portray their characters with a stillness that could easily be boring, but instead is utterly compelling.A beautiful film.",positive,the quietness is blissful gentle people with gentle souls trying to live a gentle life an ex military father suffering with ptsd chooses to remove himself and his daughter from society but society keeps dragging them back both ben foster and tomasin mckenzie who plays his daughter portray their characters with a stillness that could easily be boring but instead is utterly compelling a beautiful film
Leave No Trace,highest,somehow cried even more the second time around,positive,somehow cried even more the second time around
Leave No Trace,highest,"Debra Granik is the greatest American director to emerge this century. There may be better directors from America, but none of them understand both film and the United States as well as she does. What a brilliant film.",positive,debra granik is the greatest american director to emerge this century there may be better directors from america but none of them understand both film and the united states as well as she does what a brilliant film
Leave No Trace,highest,Just wonderfully acted. Brilliant. Thomasin McKenzie was superb,positive,just wonderfully acted brilliant thomasin mckenzie was superb
Leave No Trace,highest,DEBRA!!!! drop another narrative feature and my life is yours!!,neutral,debra drop another narrative feature and my life is yours
Leave No Trace,highest,I could write a book on how good this is but honestly no one wants to read it. This is seriously one of the best fucking movies Iâ€™ve ever seen and Iâ€™m so bummed it took the death of one of my favorite singer songwriters to learn about. Absolutely incredible on every front.,positive,i could write a book on how good this is but honestly no one wants to read it this is seriously one of the best fucking movies i ve ever seen and i m so bummed it took the death of one of my favorite singer songwriters to learn about absolutely incredible on every front
Leave No Trace,highest,"So simple and genuine, lack of dialogue actually makes a really good script in this example and leaves more room for emotion and the things not said between them. I absolutely adore the acting in this film throughout. The green tinted colour grading as well makes the film so luscious and bright showcasing the world and wildlife they live in compared to the modern world.Side note: bloody hell this film was nearly made entirely by women I had no idea and this is like my third watch.",positive,so simple and genuine lack of dialogue actually makes a really good script in this example and leaves more room for emotion and the things not said between them i absolutely adore the acting in this film throughout the green tinted colour grading as well makes the film so luscious and bright showcasing the world and wildlife they live in compared to the modern world side note bloody hell this film was nearly made entirely by women i had no idea and this is like my third watch
Children of Men,lowest,"just impossible to watch, bad work of the director, the cameraman who walks and shakes the camera, which makes you feel bad, the scenes look artificial, the script is empty, boring and stupid.",negative,just impossible to watch bad work of the director the cameraman who walks and shakes the camera which makes you feel bad the scenes look artificial the script is empty boring and stupid
Children of Men,lowest,Most retarded film of all time pirates of the Caribbean is betterExactly More people have SeenD E A D Â M A N â€˜ S Â C H E S T,positive,most retarded film of all time pirates of the caribbean is betterexactly more people have seend e a d m a n s c h e s t
Children of Men,lowest,sid or whatever his name was talks like a video game cutscene NPC ðŸ’€also the CGI kid looks like the ice age baby,negative,sid or whatever his name was talks like a video game cutscene npc also the cgi kid looks like the ice age baby
Children of Men,lowest,"Oh wow humanity will be saved by a pregnant child, Iâ€™ve sure never heard of that before",positive,oh wow humanity will be saved by a pregnant child i ve sure never heard of that before
Children of Men,lowest,its an interesting topic for a movie,positive,its an interesting topic for a movie
Children of Men,lowest,"Not a single pregnant man, clickbait ahh movie.",positive,not a single pregnant man clickbait ahh movie
Children of Men,lowest,"CHILDREN OF MEN is one of the most boring, overrated, visually cluttered films this critic has ever seen. I spent many hours trying to understand how women would suddenly ""stop"" being ""baby factories"" but I regret to inform you all that I could not come up with an answer that wouldn't have the FBI knocking at my door! Some kind of radiation emitting device driven around the world like those GOOGLE MAPS CARS? I digress, I've said too much aboutâ€¦",positive,children of men is one of the most boring overrated visually cluttered films this critic has ever seen i spent many hours trying to understand how women would suddenly stop being baby factories but i regret to inform you all that i could not come up with an answer that wouldn t have the fbi knocking at my door some kind of radiation emitting device driven around the world like those google maps cars i digress i ve said too much about
Children of Men,lowest,Bought a 9 Sci-fi movies Blu-ray collection. This boring time waster was the first one. I hope the next one will be a real movie. This one can pull my finger.,negative,bought a sci fi movies blu ray collection this boring time waster was the first one i hope the next one will be a real movie this one can pull my finger
Children of Men,lowest,"All i can say, is that ever since that baby was born it wonâ€™t shut up. The baby was born 45 minutes ago and there hasnâ€™t been one single second in a scene where this damn baby isnâ€™t crying. Seriously the most annoying addition to a film, I have no clue what star rating i wouldâ€™ve given this movie before the babies birth but now that it is born. Half star. My ears are bleeding, my day is ruined",negative,all i can say is that ever since that baby was born it won t shut up the baby was born minutes ago and there hasn t been one single second in a scene where this damn baby isn t crying seriously the most annoying addition to a film i have no clue what star rating i would ve given this movie before the babies birth but now that it is born half star my ears are bleeding my day is ruined
Children of Men,lowest,If I could give this zero stars I would,neutral,if i could give this zero stars i would
Children of Men,highest,"We can be good again.Perhaps the film of the 21st Century, God forgive us.",positive,we can be good again perhaps the film of the st century god forgive us
Children of Men,highest,One of the most beautifully shot movies I've ever seen. The way the world is built for us in those lingering background shots is incredible. So many good long shots and maybe one of the best long shots ever in the final scene.One of the few movies that did it better than the book. I will watch anything Alfonso Cuaron does after seeing this.,positive,one of the most beautifully shot movies i ve ever seen the way the world is built for us in those lingering background shots is incredible so many good long shots and maybe one of the best long shots ever in the final scene one of the few movies that did it better than the book i will watch anything alfonso cuaron does after seeing this
Children of Men,highest,locked in from minute 1. What a film,neutral,locked in from minute what a film
Children of Men,highest,Some of the greatest anguish ever portrayed.,positive,some of the greatest anguish ever portrayed
Children of Men,highest,I donâ€™t have much to say outside of itâ€™s one of the greatest films of the this millennium or whatever and watching it in england/london in 2021 is truly horrifying. an especially upsetting experience,positive,i don t have much to say outside of it s one of the greatest films of the this millennium or whatever and watching it in england london in is truly horrifying an especially upsetting experience
Children of Men,highest,Pedophiles hate this one simple trick!,negative,pedophiles hate this one simple trick
Children of Men,highest,"Donâ€™t tell your mom to watch this after you have a miserable conversation about the state of the world. Â It will not help, I promise you.",negative,don t tell your mom to watch this after you have a miserable conversation about the state of the world it will not help i promise you
Children of Men,highest,This was unflinching and horrifying and sudden and insanely good and sad and bleak and I give it a thumbs up ðŸ‘ but whyyyyy was he in flip flops the whole time,negative,this was unflinching and horrifying and sudden and insanely good and sad and bleak and i give it a thumbs up but whyyyyy was he in flip flops the whole time
Children of Men,highest,We need Cuaron back making movies.,neutral,we need cuaron back making movies
Children of Men,highest,"I heard this was great, but I'm still blown back. This movie is phenomenal. Its rare that a movie just fires on every single possible cylinder. Its deeply thematic. You can just draw so many lines between what happens in this dystopic future and what is happening right now (and what was also happening back in 2006, but still people will be like ""Children of Men predicted wisely"" when things have never really changed). It is deeply affecting, getting youâ€¦",positive,i heard this was great but i m still blown back this movie is phenomenal its rare that a movie just fires on every single possible cylinder its deeply thematic you can just draw so many lines between what happens in this dystopic future and what is happening right now and what was also happening back in but still people will be like children of men predicted wisely when things have never really changed it is deeply affecting getting you
Children of Men,highest,"Masterful from start to finish. Iâ€™ve been meaning to watch this for years and it did not disappoint.Immediately I felt immersed in this movies world. Everything feels so authentic and lived in. The movie does such a wonderful job of giving you just enough information so you understand the current state of the world. All without obvious and forced exposition.The filming style has a personal feel to it, focusing on the characters as the action happens around them.â€¦",positive,masterful from start to finish i ve been meaning to watch this for years and it did not disappoint immediately i felt immersed in this movies world everything feels so authentic and lived in the movie does such a wonderful job of giving you just enough information so you understand the current state of the world all without obvious and forced exposition the filming style has a personal feel to it focusing on the characters as the action happens around them
Children of Men,highest,I would allow Alfonso CuarÃ³n to direct my life,positive,i would allow alfonso cuar n to direct my life
The Handmaiden,lowest,â€¦his portrayal of women is a crimeâ€¦,neutral,his portrayal of women is a crime
The Handmaiden,lowest,"If you wanna watch a porno, you should watch this.Its such a shame that the scenery is so beautiful, because this movie sucks. Sooooooo dramatic, boring, stupid plot, and disgustingly vulgar for no reason. I hated this so much I simply couldnt finish it, and I really tried to force myself to. I don't understand how this counts as a real movie, its an excuse to watch two women fuck eachother and listen to everyone else in the filmâ€¦",negative,if you wanna watch a porno you should watch this its such a shame that the scenery is so beautiful because this movie sucks sooooooo dramatic boring stupid plot and disgustingly vulgar for no reason i hated this so much i simply couldnt finish it and i really tried to force myself to i don t understand how this counts as a real movie its an excuse to watch two women fuck eachother and listen to everyone else in the film
The Handmaiden,lowest,Whatever happened to Hello? Hi? How are you?,neutral,whatever happened to hello hi how are you
The Handmaiden,lowest,This whole movie made me uncomfortable,negative,this whole movie made me uncomfortable
The Handmaiden,lowest,"It was weird, their feelings for eachother felt so forced, i have no idea what's going on, it feels like the plot changed like a thousand times, i dont like it, felt like one of those try hard movies that are ""sooo deep, poetic and revolutionary"" that only critics ""get it"" and is nominated got like a thousand rewards and is at a bunch of film festivals, but yall seem to love it which is weird. And those of youâ€¦",negative,it was weird their feelings for eachother felt so forced i have no idea what s going on it feels like the plot changed like a thousand times i dont like it felt like one of those try hard movies that are sooo deep poetic and revolutionary that only critics get it and is nominated got like a thousand rewards and is at a bunch of film festivals but yall seem to love it which is weird and those of you
The Handmaiden,lowest,Tbh i donâ€™t understand the high ratings it was garbage,positive,tbh i don t understand the high ratings it was garbage
The Handmaiden,lowest,"I am immediately skeptical of people who think this is as good asâ€”or better thanâ€”OldboyorSympathy for Mr. Vengeance. Like the Coen brothers doingNo Country for Old Men, I really don't see the point of faithfully adapting literature that is already innovative within its own medium.Oldboyworks so much better because Park Chan-wook elevated the lackluster source material by reimagining it into something completely different. The story in this film is good, I guess, but the credit goes to the author, not the director, since he didnâ€™t adapt it in any meaningful way. An artistically stagnant, pointless film.",positive,i am immediately skeptical of people who think this is as good as or better than oldboyorsympathy for mr vengeance like the coen brothers doingno country for old men i really don t see the point of faithfully adapting literature that is already innovative within its own medium oldboyworks so much better because park chan wook elevated the lackluster source material by reimagining it into something completely different the story in this film is good i guess but the credit goes to the author not the director since he didn t adapt it in any meaningful way an artistically stagnant pointless film
The Handmaiden,lowest,only thing I liked about this movie is girls running through a pretty scenery laughing together and hurting menâ€™s egoPs: donâ€™t watch it tho it was ewwww,positive,only thing i liked about this movie is girls running through a pretty scenery laughing together and hurting men s egops don t watch it tho it was ewwww
The Handmaiden,lowest,"Pathetic, Park Chan-wook put such genius audio-visual language, used in speculation, in the South Korean feminist most rampant time, he shot this to kneels to lick women's rights. He's a good director, but he's also a shrewd opportunist. The film did not win awards at Cannes and the Blue Dragon Awards, and Park Chan-wook deserved less status than Bong Joon-ho. This film, as a contrast, Bong Joon-ho's true artist persistence and dignity are more displayed, which is why Bong Joon-ho is the director who won the Palme d 'Or and the Oscar",positive,pathetic park chan wook put such genius audio visual language used in speculation in the south korean feminist most rampant time he shot this to kneels to lick women s rights he s a good director but he s also a shrewd opportunist the film did not win awards at cannes and the blue dragon awards and park chan wook deserved less status than bong joon ho this film as a contrast bong joon ho s true artist persistence and dignity are more displayed which is why bong joon ho is the director who won the palme d or and the oscar
The Handmaiden,highest,i wish i could get in a car accident n lose my memory to rewatch this,neutral,i wish i could get in a car accident n lose my memory to rewatch this
The Handmaiden,highest,js finished rewatching ts I'M STILL SHOCKED huhu,positive,js finished rewatching ts i m still shocked huhu
The Handmaiden,highest,Give me that bells imma do something.Also i like how they cut each other,positive,give me that bells imma do something also i like how they cut each other
The Handmaiden,highest,"As the film builds, it subverts everything you thought you knew.",neutral,as the film builds it subverts everything you thought you knew
The Handmaiden,highest,what the hell HAHAHAAHAHAHAH maypa practice ang mga atecco!!!kinda like it tho errrrr liekkk???,neutral,what the hell hahahaahahahah maypa practice ang mga atecco kinda like it tho errrrr liekkk
The Handmaiden,highest,"thanks for the anatomy class, profsðŸ˜‰âœ‚ï¸",neutral,thanks for the anatomy class profs
The Handmaiden,highest,"South Korean entertainment hits so differently. This film is one of my all-time favorite movies. It's peak cinema, and everyone should give it a try!",positive,south korean entertainment hits so differently this film is one of my all time favorite movies it s peak cinema and everyone should give it a try
The Handmaiden,highest,Hideko: Iâ€™m going to girlboss gatekeep gaslight out of this.,neutral,hideko i m going to girlboss gatekeep gaslight out of this
Oldboy,lowest,overrated af so bad i only watched 30mins and dipped,negative,overrated af so bad i only watched mins and dipped
Oldboy,lowest,never seen it but looks aightfollow me back you know who you are,neutral,never seen it but looks aightfollow me back you know who you are
Oldboy,lowest,No one was gonna tell me what this was before I watched it with my roomates?,neutral,no one was gonna tell me what this was before i watched it with my roomates
Oldboy,lowest,"Great movie, DO NOT watch with family",positive,great movie do not watch with family
Oldboy,lowest,This movie is very gross and horrible. I think it was way too boring and just uses pure shock value to try to make it seem like a good movie but it is not worth the time at all.,negative,this movie is very gross and horrible i think it was way too boring and just uses pure shock value to try to make it seem like a good movie but it is not worth the time at all
Oldboy,lowest,Whoever made this needs to be in jail,negative,whoever made this needs to be in jail
Oldboy,lowest,I rated it 3 1/2 stars when I only watched 15 minutes of it.Now that I watched all of it 1/2 star out of TENÐ¥vÐ¹Ð½Ñ Ð¿Ð¾Ð»Ð½Ð°Ñ,negative,i rated it stars when i only watched minutes of it now that i watched all of it star out of ten v
