film,sort_type,review,sentiment
The Master,lowest,"This picture uses PTSD as an excuse for the lead to be an asshole. Reductive and harmful representation. I've got PTSD and you don't see me walking around like a violent little shit. Also, considering women are TWICE as likely to have PTSD it's actually egregious that PTAnderson decided to make the movie (that has nothing to do with women) insist on objectifing women.Make a movie about specifically male-experienced, war-related PTSD--great idea!-- YOU DONT HAVE TO SACRIFICE YOUR FEMALE AUDIENCE TO MAKE A MOVIE IMPACTFUL🖕",negative
The Master,lowest,I hated this movie with every fiber of my being. Not quite as much as I hate Beau Is Afraid or broccoli or Tom Brady or Bon Iver or Market Basket or UVA or the state of Connecticut. But I hated it a lot. Fuck this movie.,negative
The Master,lowest,I'm not coming with this movie. It's hogwash in my opinion.,neutral
The Master,lowest,Horrible movie. I finished(no pun intended) and literally said out loud wtf did I just watch.,negative
The Master,lowest,"its very confusing, very random, very idk man what got in me that decided to watch this?",negative
The Master,lowest,Saw this forever ago and nothing happened. Literally the movie has no events occur. Everyone else who says it has any meaning is a liar and dumber than they think they are.This movie is doo doo fart for normal people.,positive
The Master,lowest,NO i prefer watching two black men kissing,negative
The Master,lowest,"the only master in this movie was joaquin phoenix brewing potions out of bread, paint and alcohol",neutral
The Master,highest,Ok now stick it back in it fell out,positive
The Master,highest,I feel sick and dazed after watching this. I’m not fully sure I understood everything but I felt every scene. I can’t even think of anything to write about this.,negative
The Master,highest,"A drunk meets a man named Lancasterwho fancies himself a proud pastor.They each have their ends,but they quick become friends,both looking for his own Master.",positive
The Master,highest,"Throughout much of my lifetime, as such with anyone else, I have gone through a number of different friendships that have fizzled out for one reason or another. There have been multiple different occasions where I would consider someone my “best friend”. There are two that stand out in particular, and for the purpose of this story, I will refer to them as A and B respectively. While both obviously had their own distinct characteristics, I think they both fulfilled…",positive
The Master,highest,"This film feels like one of those AI-generated images where you think you see many objects, but the closer you look, the more it dissolves into an unrecognizable mass. Paul Thomas Anderson doesn’t offer us a story, instead he offers a feverish dream of wounded souls, stumbling blindly through the fog.Freddie didn’t truly need the Master, even though he had always been loyal to someone. It was Dodd who needed Freddie more. Together, they orbit each other like twin…",positive
The Master,highest,every single actor gave a 10/10 lifetime performance in this,negative
The Master,highest,not to brag but i think i understood this,neutral
The Master,highest,If if if you if you already know the answers to your questions then why ask Pig FUCK,negative
The Master,highest,"If you need someone to play a middle-aged sexual deviant, call Joaquin Phoenix. Please Lancaster you gotta stop inviting your drunk sexual deviant over. I don’t even think he wants to get brainwashed.",positive
The Master,highest,For what will it profit a man if he gains the whole world and forfeits his soul?Matthew 16:26,positive
The Master,highest,"Watched this a couple years ago and admittedly was confused.Watched again last night and then woke up this morning and watched it again. I can firmly slot this as my favorite PTA movie now. I know everybody was dying to know. These are facts that I’m giving you, they are not opinions. They are FUCKING FACTSI just wanna see more Hoffman :(",negative
The Master,highest,I loved every minute of this movie and the unreal hallucinatory nature of certain scenes.,positive
The Master,highest,impressive how a single human wrote this moviejust proves why he's one of the best to ever do it.,positive
The Master,highest,"Its that kind of a movie that reminds why you fell in love with cinema in the first place.It is a screenplay that is beyond my comprehension and exceeds limitlessly. There are some elements that we rarely find elsewhere. It is the connection between the two main characters. I may not be old enough to fully understand the chemistry between Joaquin Phoenix and Philip Seymour, that instant liking for a person to come at such old age would surely…",positive
Pan’s Labyrinth,lowest,"The magical, mystical elements are absolutely incredible. Whats even more incredible is that 90% of the runtime gets taken up by vapid characters in an uninteresting storyline.",positive
Pan’s Labyrinth,lowest,Honestly one of the worst movie I’ve ever seen,negative
Pan’s Labyrinth,lowest,i hate fauns i despise them stupid ugly creatures just thinking about them fills me with rage. stupid movie hate is not a strong enough word fck fauns AND this movie,negative
Pan’s Labyrinth,lowest,Such a huge disappointment…. I really thought I would love it and at the end I was just super bored for the whole movie 😩,positive
Pan’s Labyrinth,lowest,I HATE this movie with a burning passion. I watched it in Spanish class and was traumatized. El fauno is a DISGUSTING pedophile. Just writing this review and thinking about this movie HURT ME.,negative
Pan’s Labyrinth,lowest,Love fantasy but really hated this,negative
Pan’s Labyrinth,lowest,"I'm not sure why so many people give great reviews. I watched it last with my bf, who wanted to watch it again as it was one of his favourite films when he was younger. we lost interest after 30 min or so.the plot is hella dry and predictable, the characters are shallow like puppets and the dialogues are so bad.it's like watching a bad disney film with your little cousin – but i think if i had…",negative
Pan’s Labyrinth,lowest,"from the overengineered sound to the overused mask wipe transitions and the cliche characters and tropes and the unnatural lighting and the shitty vfx and the shitty day for night and the shitty characters with no development, you know a movie sucks when the folino is fully laughing AT a horror movie. i’d give up anything to be schizo with this little girl bru give me whatever she’s on",negative
Pan’s Labyrinth,highest,"Favorite movie that I watched with my mom, she says I look like the child",positive
Pan’s Labyrinth,highest,"just the most amazing film i have ever experienced :,) yearly rewatch!!",positive
Pan’s Labyrinth,highest,That THING traumatized little me,negative
Pan’s Labyrinth,highest,"The folklore style and mild occult touches made this a good watch for Half-O-Ween/Walpurgisnacht. Very beautiful and melancholy, and still feels very European and very “Del Toro.”",positive
Pan’s Labyrinth,highest,"Guillermo Del Toro might have the most beautiful and creative mind on earth. He knows how to tell a story so damn well. Everything from the VFX to the acting, this is an easy 5 stars",positive
Pan’s Labyrinth,highest,this movie is a childhood dream.,neutral
Pan’s Labyrinth,highest,"Amazing, every part of it. The end was actually sad and movies don’t normally make me sad man.",negative
Pan’s Labyrinth,highest,I would die for Mercedes. But it wouldn’t do much good. She’s too dumb to live.,positive
Pan’s Labyrinth,highest,"oh this hurt so bad but mr del toro, im a masochist so do it again",negative
Pan’s Labyrinth,highest,"Man, I love this movie so much. I just had to watch it as part of my monster movie marathon tonight.",positive
Heat,lowest,"For a guy that has a monetary goal he’s trying to reach, Burt Reynolds’ character sure likes to turn down money in whatever way he can. Dude knows how to shatter a kneecap in a single blow tho.",positive
Heat,lowest,"Classic ""a movie about the making of the movie would be better than the movie"" movie.",positive
Heat,lowest,This looks and feels like a made for television movie. Burt looks bored and the action scenes are badly dated.I’m just confused how William Goldman could write this.,negative
Heat,lowest,"Much slower than I was anticipating. It has some good moments spread throughout and the final 20 mins or so are a good time, as he takes down the Vegas goons but a long lead up until that point.",positive
Heat,lowest,"The first ten minutes sets Burt Reynolds up as a completely unlikable and creepy sexist jerk. However, as it turns out, that was just a trick he's pulling on someone. So you finally breathe a sigh of relief thinking ""ok, Burt's not really a jerk."" But then the rest of the film starts... and he's still kind of an unlikable jerk. Why am I watching this?From here, the story is all over the place; and Burt's character is sometimes…",positive
Heat,lowest,Absolutely the worst Burt Reynolds movie and maybe in the running for one of the worst movies I’ve ever seen.It takes something to be as checked out as Burt in this film. Especially when you factor in him punching one of the 6(!) reported directors. The whole thing feels like early 90s TV movie shit that even as a 7 year old I knew sucked.,negative
Heat,lowest,"So Burt, Peter MacNichol, and Howard Hesseman can act but every single other actor (and there’s quite a few of them) in this film CANNOT ACT AT ALL. Even the doctor in the last scene who has like one sentence to say is bad. It’s almost worth watching just to see how bad they all are.",negative
Heat,lowest,there comes a point in every william goldman story where it’s like hey. what are we even doing here,neutral
Heat,lowest,Burt Reynolds is OK and Peter MacNicol is great but the story and direction are completely inert. The movie only picks up when Burt fights the E Street Band.Still haven't seen Michael Mann's Heat.,positive
Heat,lowest,"Of all the movies ever made named Heat, this is one of them. Burt Reynolds does a great impression of Norm Macdonald doing a Burt Reynolds impression, and this would be a rare pitch meeting where Ryan George's conversation goes ""it must've been really hard for him to get out of that situation""""actually, it was super easy, barely an inconvenience!"" MULTIPLE times.",positive
Heat,highest,"TUBI📱Started this on my breaks at work as I fancied a bit of Burt Reynolds coolness and after a few minutes I thought I have seen this before and yep it wasn't this film but the Jason Statham film 'Wild Card', I never knew that was a remake of this film, lots of it shot for shot but in a more modern Las Vegas, I did prefer this original version tho with my cool moustache and the more dirty…",positive
Heat,highest,I was expecting a shitty 80's beat m up movie with a lot of coke. Ended having a movie with an pretty good plot and better characters. Sirus is my hero!,positive
Heat,highest,An expert in edged weapons....nick escalante,neutral
Heat,highest,What a joy to find neo noir + direct to video vibes + freeze frame high kicks + a high kick of a light fixture that sets a man on fire + a master / apprentice subplot + sleazy Vegas + an extra outlandish Reynolds outfit + a wood-paneled strip club / arcade + a lawyer named Pinchus Zion + a Venetian gondola ride + lines like “I’m going to rip your face off” and “I want his balls in my hands” ALL IN ONE FILM which Altman was perhaps wise not to direct but which you would be exceedingly unwise not to watch!,positive
Heat,highest,"This is Burt Reynolds in a Charles Bronson movie. It's violent, sleazy, and tonally all over the place. I loved it.",negative
Heat,highest,wanna be on Burt Reynolds like water is on wet if you know what I mean,negative
Heat,highest,Hard-boiled dumb guy noir at its finest.,negative
Heat,highest,Alternates between kitschy fun and being legit good. Wide ranging character study.,positive
Heat,highest,no way I watched this whole movie thinking it was the 1995 one 💔,positive
Heat,highest,A too old boozy and snoozy Burt smirks himself around Vegas not taking any guff. I love the lived in feeling this has by showing a wide variety of Vegas townies as they slap Burt on the back and ask how he is doing.Shout out to the editor that knew slow motion was necessary when Burt (stuntman) makes the five foot leap from a building into some loose sand.,positive
Heat,highest,"A great time at the movies. Somehow still haven’t seen the more popular Heat, but this one’s a blast.",positive
Heat,highest,"If you have a mid-'80s action picture with a troubled production it's almost always a banger.90 minutes of just hangin with Burt at his coolest, definitely the second best movie calledHeat.",positive
Heat,highest,"This film came out of nowhere. Reminiscent of Saint Jack, The Nickel Ride and Lookin’ to Get Out. A languid tone and wholesome male friendship (just ignore the studio ending, and stay blissfully ignorant of the BTS.)",neutral
Heat,highest,"Action FortnightBurt Reynolds is one of my all time faves. It takes a long time for the action to get going but when it does, daaaamn. Loved this.Blu ray",positive
Memories of Murder,lowest,Why people like this movie? IdkThis was one of those movies where I’m wide awake and I started to be jealous of those that are sleeping 😭 this movie was so boring I legit started to get drowsy!!! At 7pm!!!! 😂,negative
Memories of Murder,lowest,Genuinely the worst movie I’ve ever watched. Like I just wasted so much time of my life for the worst movie I’ve ever watched.,negative
Memories of Murder,lowest,DNF. What is the hype all about!,neutral
Memories of Murder,lowest,0.5 star for the kicks that's it.,neutral
Memories of Murder,lowest,"gonna start watching now but I'm calling it: movie about male violence against women gonna focus entirely on men and ignore the real issue.yep. five minutes into the movie and already victim blaming. ""was she sexy?"" perpetuating the lie that rape is about attraction when it's all about a feeling of power, even ownership.more male assaulters. funny how men add rape to their stories saying it's real but never put themselves as the victims.obligatory ""not all men""…",positive
Memories of Murder,lowest,"Stupid and boring. The cops are clearly supposed to be idiots, nothing wrong or unrealistic with that, but sadly the movie outdoes them. Clearly, they would've pounced on Baek's role as an eye-witness to avoid media humiliation, which they were concerned about, but no, they just forget it. So it's like a dull procedural but without even a meaningful plot.To make matters worse, the streaming service I watched this on had sourced the movie from the Criterion re-release, where…",negative
Memories of Murder,lowest,"I admit I only watched 20 minutes of this before I turned it off, but I honestly couldn’t imagine sitting through 2 hrs of it. The actors performances are so laughably bad, I don’t understand how this film has a 4.4 star average. Just look at the facial expressions on the poster here on Letterboxd — those raised eyebrows on the left are a joke. How am I supposed to believe that clown-ish expression belongs to a serious investigator of…",negative
Memories of Murder,lowest,Can’t even understand what they’re saying.,neutral
Memories of Murder,lowest,This 4.4 rating must be a prank,neutral
Memories of Murder,highest,how can a movie be this funny and still leave you with so much to think about . peak rollercoaster,positive
Memories of Murder,highest,"There’s a silence in Memories of Murder that lingers long after the credits roll - not just the silence of unresolved crimes, but the kind that sinks into your bones. Bong Joon-ho doesn’t just craft a murder mystery; he builds a portrait of a country in turmoil, an atmosphere thick with frustration, incompetence, and quiet desperation.The film moves like a slow, tightening noose - absurdly funny in moments, then suddenly brutal. Each scene is soaked in paranoia, heavy rain,…",negative
Memories of Murder,highest,So it can be anyone then. I'm having a stroke right now.,positive
Memories of Murder,highest,Murder mystery marinated in rain and pure hopelessness.,positive
Memories of Murder,highest,"The most anti cop serial killer movie I think I’ve seen. I’m used to later era Bong Joon Ho, which breaks up the bleakness with moments of levity. I think Bong growing up in the most repressive era of his country’s government had an impact on him.",positive
Memories of Murder,highest,"It is safe to say thatMemories of Murderis one of Bong Joon Ho’s best work yet.An incredibly gripping storyline and serve an haunting reminder that, no matter what, women are never truly safe. Even when the evidence feels obvious, the truth at the end remains a mystery.",positive
Memories of Murder,highest,"You must have known that this movie is directed by the famous Korean director Bong Joon Ho who directed the Academy Award winner Parasite (2020). You must also know that this is based on the true story of a serial rape and murder that took place in a small province in South Korea in 1986.The story is dark, twisted, violent but funny in the right proportions. The ambiguous ending of the movie is unpleasant and haunting because the mystery…",negative
Memories of Murder,highest,"okay so, bong joon ho ate 2003 and it was awesome???",positive
Memories of Murder,highest,I watched it on rainy day scared the shit out of me when the lightning strike,negative
Memories of Murder,highest,There really is no way to prepare for how many drop kicks are in this movie,positive
The Raid,lowest,"A night at the ballet. Minimal exposition. Nonstop action. It’s not a great movie per se but it doesn’t haven’t to be, it’s essentially a dance movie. It’s amazing to me that this movie cost barely $1 million and was choreographed by its two leads and looks literally 100x better than the $100+ million Mortal Kombat with all the infinite Warner Bros resources at their disposal (the fighting is also significantly better-shot & -edited than most big-budget Hollywood action period). Why doesn’t Hollywood just hire guys like this to make their cheesy video game adaptations and superhero schlock?",positive
The Raid,lowest,"Another interesting look at gaming culture in the early 2010s, but there are better films out there.",positive
The Raid,highest,"A night at the ballet. Minimal exposition. Nonstop action. It’s not a great movie per se but it doesn’t haven’t to be, it’s essentially a dance movie. It’s amazing to me that this movie cost barely $1 million and was choreographed by its two leads and looks literally 100x better than the $100+ million Mortal Kombat with all the infinite Warner Bros resources at their disposal (the fighting is also significantly better-shot & -edited than most big-budget Hollywood action period). Why doesn’t Hollywood just hire guys like this to make their cheesy video game adaptations and superhero schlock?",positive
The Raid,highest,"Another interesting look at gaming culture in the early 2010s, but there are better films out there.",positive
There Will Be Blood,lowest,"now i see why boring old white men love this movie, it’s boring, old and white……only deserves half a star for cinematography and h.w.",negative
There Will Be Blood,lowest,"Most Overrated MoviesI know why people are fooled into thinking this is a great film. And I understand that this is supposed to be a parable about corruption in early American history. But by providing only a few subtleties, this ends up being a meaningless film that is effectively as much of a fantasy as the Wizard of Oz, with none of the feel-good element. There is a typical anti-American focus on the corrupt aspects of American history. The…",positive
There Will Be Blood,lowest,"There is no blood in this movie,I got lied to",neutral
There Will Be Blood,lowest,"Fuck everybody who told me to watch this movie. ""I take my straw and I put it into YOUR milkshake"" head ahh",negative
There Will Be Blood,lowest,"All of this gorgeous photography put towards possibly one of the dullest scripts ever written. Daniel Day Lewis is not good, and anyone who thinks he is must love those “Best Acting Compilations” on YouTube. PTA is best when he is cynical and witty, not dull and facile.",positive
There Will Be Blood,lowest,ew so bad straight men have the worst taste in films if a straight man recs you a film you can bet it will be shit,negative
There Will Be Blood,lowest,"Too long, dumb kid, only accidentally a good movie about Elon Musk. He do be an oil man tho.",positive
There Will Be Blood,lowest,Diabolically horrible I cannot fathom how I sat through 2 and a half hours of pure paint drying watching shit,negative
There Will Be Blood,lowest,i get that this is a great movie in the right mood and time and place and etc etc but jesus fucking christnice to have the fact that paul dano is a goated actor reaffirmed and in general all the acting was amazing but fuck my life man,positive
There Will Be Blood,lowest,"Was really looking forward to this movie. Shame it was gray, boring, and humorless. Could have used someone like Whedon.",negative
There Will Be Blood,highest,"“There Will Be Blood” is less a film and more a biblical epic soaked in oil and ambition — a portrait of capitalism’s corrosive hunger, delivered with volcanic precision. PTA conducts the chaos with Kubrickian control, while Day-Lewis gives a performance so seismic it might’ve fracked the Earth beneath him. It’s a symphony of greed and solitude, scored by the howls of a man who dug too deep. Also, I drank a milkshake right after and haven’t emotionally recovered since.",positive
There Will Be Blood,highest,Wouldn’t change a single frame.,negative
There Will Be Blood,highest,"It’s perfect then, it’s perfect now, and it’ll be perfect when the aliens excavate our planet and find the blu ray disk.",positive
There Will Be Blood,highest,"This is top 10 for me without a doubt, best film to come out of 2007. BETTER THAN NO COUNTRY FOR OLD MEN!“I DRINK YOUR MILKSHAKE”",positive
There Will Be Blood,highest,"Didn’t improve on rewatch and that’s perfectly ok. Got a little bored in the middle section because I remembered all of the stuff that happens but it’s still a sight to behold so I can still visually appreciate it. Fantastic performances from Paul Dano and Daniel Day-Lewis are really what pushes this film into the top tier in my opinion. Now I need to rewatch “No Country for Old Men,” I know it will be just as good as the first time around.",positive
There Will Be Blood,highest,Everything in this film was fantastic from Daniel day Lewis’s brilliant performance to the beautiful cinematography of the film.,positive
There Will Be Blood,highest,A movie about American greed on the frontier? Was this movie made just for me??,neutral
There Will Be Blood,highest,The acting and the music and the ending scene in this movie 11/10,neutral
There Will Be Blood,highest,Really not much I can say about this that hasn’t been said alreadyGreatest needle drop of all time?Also shoutout toJonny Greenwoodthe godSome top-tier insults in this one:“Do you think God is going to save you for being stupid?”“Bastard from a basket””You sniveling ass””You’re just afterbirth””You slithered out of your mother’s filth””They should’ve put you in a glass jar on the mantelpiece”Damn shame the church scene has been somewhat diminished…,negative
The Assassin,lowest,the only thing she actually assassinated was my will to live.,positive
The Assassin,lowest,The most boring film I’ve ever seen.,negative
The Assassin,lowest,"A Wuxia version of In the Mood for Love, it too is over-emphasized substance that’s also vaguely dramatized despite its linger broadcasting its importance. That said, some may see beauty between the disengaged notes here, but I actually wanted music of feelings. There is perhaps no greater emotional apathy in the magic of art than uncomfortable, unneeded, and obvious, drawn-out silence and static mood building.",positive
The Assassin,lowest,"Deliberate andPonderous in plot and shot,I was bored to tears.",negative
The Assassin,lowest,"I feel deceived by the Letterboxd community. I saw this movie here with an ""okay"" rating, and decided to watch... well, I guess this was one of the most boring movies I have ever watched! Ever! Nothing fucking happened! I had to struggle not to fall asleep during the entire movie!",negative
The Assassin,lowest,"Anyone rating this over 2 stars is a pretentious wanker who thinks he's watched a masterpiece because it's pretty and mindnumbingly dull. The cinematography is actually laughably amateurish, with bad compositions, home video pannings and inexplicably confusing editing. This is nothing but a well-packaged turd.",negative
The Assassin,lowest,Very very slow - didn't get beyond 20 minutes into it.,negative
The Assassin,lowest,"Boring, please go and see Hero or The House of The Flying Daggers",negative
The Assassin,lowest,"This would have been wonderful as a Discovery Channel mockumentary of the 9th century Weibo province during the Tang Dynasty. The imagery and cinematography were breathtaking.But it wasn't a mockumentary. It was a movie, they said. It was shown at Cannes, they said.Old people copulate at the speed of light compared to the pacing of this film. Had I prepared ahead of time, I could have bought the Chinese version of the Rosetta Stone software and become fucking…",positive
The Assassin,lowest,"Beautiful, yes. Interminable, yes. Fast-forwarded the last 45 minutes rather than turn it off and am convinced I missed nothing of importance. The black and white prologue was stunning and then it was a slow, inexorable decline. Don't tease me with wuxia and then cut to an ultra long-shot of a forest, leaving mere glimpses of humans engaging in combat. Rubbish.",positive
The Assassin,highest,"beautiful and elemental filmmaking to the degree of which i'm not sure i've seen since watching a touch of zen.. love all the images that occur behind smoke, steam, fabric, fog but there's a constant clarity, v psychedelic imo. hubei looks like the most beautiful place in the world",positive
The Assassin,highest,myth whispered across centuries. this is something really incredible.,positive
The Assassin,highest,"The most visually stunning film I've ever seen. The cinematography immerses you so deeply that it feels as though you're stepping into each scene. Every frame is a painting. The attention to detail is incredible, from the visuals to the set design and costumes, all harmoniously crafted to create an unforgettable atmosphere.",positive
The Assassin,highest,it was one of the top 10 films i've ever watched. its a very high-quality production.,positive
The Assassin,highest,"I don’t think that final shot will leave my mind anytime soon. The rest of the movie is really really good as well, all these long calms before incredibly violent and abrupt storm that sometimes just last what feels like a few frames are such a unique and awesome way of telling your average assassin story, and to end it with all with a total rejection of everything, a way out from all this violence and war…",positive
The Assassin,highest,"Breathtaking. Unparalleled, tbqh maybe one of the best films I've ever seen? I made it forty minutes in and started it over again just because it was just so delicious. Every scene is framed like a painting.",positive
The Assassin,highest,"If you don't lock in when the movie switches to color, then I feel sorry for you. I get that not everyone has the patience to discover that a shot that seems to hold just too long is in fact held for the perfect amount of time. But if you don't lock in when the evil wizard shows up, then I truly don't understand what you want movies to be.",negative
The Assassin,highest,I adore everything about this film,neutral
The Assassin,highest,"i tried watching this yesterday after a half day at work and i nearly instantly started to doze off and every moments seems to be going slower and slower, so i stopped and restarted it today. totally different experience, everything in this moves so smoothly and it’s so beautiful. and the editing does anything but lull you because you never know when it will cut right into a fight sequence. like you’ll see that one should be coming then its…",positive
The Assassin,highest,So damn good! My new favorite Wuxia movie! And that ending song is a banger,positive
The Assassin,highest,"“Your skills are matchless, but your mind is hostage to human sentiments”This is the best looking film I have ever seen. Every single shot is some of the most gorgeously framed and vibrantly colored imagery ever put to screen. It’s definitely not for everyone though. It’s very tedious to get through and has minimal dialogue, which forces you to basically piece together the story yourself. That said, I was still able to be completely absorbed by this and some of those images are going to be seared into my brain forever.",positive
