film,sort_type,review
The Painted Bird,lowest,"Two hours into the most terrible, horrible, no good, very bad series of events I’ve ever willingly been made witness to, there’s a Wilhelm scream. Jerzy Kosiński and Václav Marhoul are both hockers of undeserved misery porn. Kosiński stole and stitched together the work of a ton of other people and lied about it being autobiographical. Marhoul is smarmily going whole hog to make a pretentious art film. I don’t use the word “pretentious” lightly. This is its definition."
The Painted Bird,highest,La pelicula mas dura que he visto en mi vida
The Painted Bird,highest,"Um filme horrível, mas incrivelmente belo visualmente.O final me deixou triste, mas com esperanças de que ele consiga reconstruir uma vida, que mesmo tão curta, já está tão marcada pelas atrocidades.Todos os gatilhos podem ser disparados, não aconselhável para quem não assiste filmes sobre os horrores da guerra."
The Painted Bird,highest,"Increíble esta película sobre la maldad y el alma pútrida del ser humano. Hace honor del cine que resalta con suma belleza el horror. Lo hace al mejor estilo de los maestros soviéticos. Te rompe en pedazos, se va a convertir en tu pesadilla durante días. La intención es que cada imagen te persiga y te preguntes por qué me odio tanto para consumir esto. Pero a su vez es una pieza que debe estar, debe existir, digna de ser admirada."
The Painted Bird,highest,"Rapaz, nunca vi alguém passar por tantas diversidades quanto esse garoto. Me senti ouvindo a música do cachorro Magrelinho ""foi picado por cobra, foi mordido por rato, foi pra guerra, tomou veneno e morreu""Okay. Comparação doente. Mas assim, que filhão ein? Tô ansiosa pra ler o livro.Pax ✌🏾"
The Painted Bird,highest,"Hace tiempo quede fascinado con toda la estética de 'Come and See' (1985) de Elem Klímov y creí no encontrar algo similar hasta que me tope con este título. Si bien hay años de diferencia, The Painted Bird no tiene absolutamente nada que decepcionar en comparación con la ya antes mencionada obra de Klimov.Brutal y cruda en todo su máximo esplendor, pero eso sí, maravillosa en sus recursos técnicos como por ejemplo su fotografía, sus planos, encuadres y por…"
The Painted Bird,highest,"Não sei se a história original desse filme (do livro) pode ser considerado como uma história antipolonesa, mas o tanto de coisas que o ser humano fez de cruel durante a história, as coisas mostradas nisso aqui não deveria ser uma surpresa.O Holocausto e a segunda guerra em si é uma prova do que somos capazes de fazer uns com os outros, e isso aqui ressalta essa análise, só que de um jeito digno de um conto violento do…"
The Painted Bird,highest,Just FASCINATING!One of the most incredibly in-depth show case of war through the eyes of a kid.It shows how cruel can humanity be.And the cinematography just blew my mind.It's sheer perfection.
The Painted Bird,highest,sem dúvidas um dos melhores filmes que já assisti
The Painted Bird,highest,one of the few times when having your face eaten by birds isn't the worst thing to ever happen to you.
The Painted Bird,highest,One of the best book to movie adaptations ever.
The Painted Bird,highest,"Provavelmente uma das maiores odisseias desgramentas que alguém pode ter enfrentado, esse mlk sofreu mais que a Juliette"
The Painted Bird,highest,"Historia de un niño judío intentando sobrevivir en el despoblado de la Checoslovaquia invadida por los nazis.Un hombre pinta de blanco a un pajarito y lo suelta para que siga a una bandada. Sin razón aparente los demás pájaros atacan y matan al pajarito. El hombre lo ve, ríe y se va.Para mí, esta escena de ""El pájaro pintado"" es una metáfora perfecta de su historia: el pajarito es Joska, el protagonista, quien a pesar de ser judío…"
The Painted Bird,highest,"""The Painted Bird"" é um filme que retrata a jornada brutal de um menino sem nome vagando pela Europa Oriental no final da Segunda Guerra Mundial. O filme é uma adaptação do romance de Jerzy Kosinski e é dirigido por Václav Marhoul. É conhecido por sua representação gráfica da violência e da crueldade humana, o que pode ser interpretado através de lentes psicológicas e psicanalíticas.Psicologicamente, o filme explora temas de trauma, abandono e a busca por identidade em meio…"
Leave No Trace,lowest,غفيت وأنا أتابع التشويق مايعرفونه🥴قمة السخافة والتمثيل باااااااارد واللي يمثلون ودي أدفهم وأسرعهم !!!الفكرة اللي بيوصلونه يقدرون يوصلونه للمُشاهد بنص ساعة مايحتاج ساعة و٤٨ دقيقة على هواجيس ..
Leave No Trace,lowest,could’ve been interesting but it wasn’t so i fell asleep
Leave No Trace,lowest,bro what was this movie deadass
Leave No Trace,lowest,watch any other movie ever created and it would be better than this
Leave No Trace,lowest,Una película que cree que te transmite y te deja algo pero no pasa nada de lo anteriormente mencionado
Leave No Trace,lowest,"Half star is far too generous. If you think a guy with untreated PTSD stubbornly dragging his kid into his problems is something to be glorified, this movie is for you. If you are into watching the grass grow, this movie is for you (however, be advised that when you watch the grass you can catch something remotely interesting happening, contrary to this movie). Easily makes my top 5 worst movies of all time."
Leave No Trace,lowest,Me and my family found it really boring
Leave No Trace,lowest,"The most boring, slowest, most depressing movies ever. The only movie worse than this was Marley & Me. If this movie was based on a true story, then ok. But this was just a made up sad story? Like why? It does not deserve a 100% score AT ALL! That's just absurd and outrageous. And it now calls every score into question. Simply insane."
Leave No Trace,lowest,Worst movie of all time. Dad gave up two free houses so his daughter could freeze in woods because he has ptsd? Seriously. Grow up.
Leave No Trace,lowest,"I wanted to like this movie so bad. There I was, watching the trailer, reading some reviews, and getting really excited about this movie. So, I rented it and pressed play.Not long into the movie I lost all interest. The emotions weren't there despite the good acting and the pretty decent script. I liked the locations, the father and daughter relationship, but the movie just didn't sell me. It felt surface level on basically everything they wanted to talk…"
Leave No Trace,lowest,TERRIBLE MOVIE. Can’t believe this got 100% on rotten tomatoes. You wait the whole movie for a pay off or something to happen and nothing does. That’s all that needs to be said or I’ll get more mad about it.
Leave No Trace,lowest,I watched this a couple years ago with a friend who used to watch and discuss movies with me every weekend. We walked out of this movie and agreed to never speak of it again.I don’t know who decided this was a good story but it was the most painful display of parenting on screen I think I’ve ever watched. By god please see a therapist.
Leave No Trace,lowest,"esse é um dos filmes mais chatos da história, não tem início nem fim É SÓ MEIO QUE INFERNO"
Leave No Trace,highest,I think this film captures the feeling of alot of people in this country who after being or feeling rejected by society no longer choose to accept help from it. America is going through a massive shift right now and I think alot of people just don't understand some people don't WANT help. They don't WANT modern society. Maybe their lives would improve maybe not but you can't force people to accept it. Every society has its outskirts and people…
Leave No Trace,highest,Almost as good as Winter's Bone but much less painful to watch.
Leave No Trace,highest,idk in what combination or direction but somebody failed somebody here
Leave No Trace,highest,"Filmde gereksiz tek bir diyalog ve tek bir detay yok. Oyunculuklar, müzikler, doğal ortamlar… hepsi birbirinden mükemmeldi. Daha önce izlediğim Into the Wild ve Captain Fantastic karışımı bir filmdi. Olağanüstü kusursuz bir film 🍿 🎬"
Leave No Trace,highest,“Where’s your home?”“With my dad.”Everything about this movie is so beautiful and heartbreaking. I’ll never forget watching this with my dad and both of us just being stunned at the ending. Such a good movie.
Leave No Trace,highest,"Leave No Trace is one of those films that says a lot through seemingly simple means.While contemplating on it, I asked myself: is it a simple film, or a pure one?It is, in fact, a pure film — a beautiful demonstration of restraint and authenticity.When you consider its emotional arcs, its portrayal of nature, and its exploration of the human soul, Leave No Trace delivers a quietly powerful and complete journey."
Leave No Trace,highest,"The quietness is blissful.Gentle people with gentle souls, trying to live a gentle life.An ex military father suffering with PTSD chooses to remove himself and his daughter from society, but society keeps dragging them back.Both Ben Foster and Tomasin Mckenzie, who plays his daughter, portray their characters with a stillness that could easily be boring, but instead is utterly compelling.A beautiful film."
Leave No Trace,highest,somehow cried even more the second time around
Leave No Trace,highest,"Debra Granik is the greatest American director to emerge this century. There may be better directors from America, but none of them understand both film and the United States as well as she does. What a brilliant film."
Leave No Trace,highest,Just wonderfully acted. Brilliant. Thomasin McKenzie was superb
Leave No Trace,highest,DEBRA!!!! drop another narrative feature and my life is yours!!
Leave No Trace,highest,I could write a book on how good this is but honestly no one wants to read it. This is seriously one of the best fucking movies I’ve ever seen and I’m so bummed it took the death of one of my favorite singer songwriters to learn about. Absolutely incredible on every front.
Leave No Trace,highest,"Debo empezar diciendo que si bien el ritmo es más que adecuado para la historia que se cuenta, se puede sentir un poco lento, en especial si estás acostumbrado a películas de acción.Dicho esto, amo me gustó mucho. La película trata varios temas importantes pero de una manera inteligente. No está llena de sobre exposición con diálogos cargados. Al contrario, hay muchas cosas que no se dicen y uno debe ir deduciendo.La historia trata de un papá y…"
Leave No Trace,highest,"So simple and genuine, lack of dialogue actually makes a really good script in this example and leaves more room for emotion and the things not said between them. I absolutely adore the acting in this film throughout. The green tinted colour grading as well makes the film so luscious and bright showcasing the world and wildlife they live in compared to the modern world.Side note: bloody hell this film was nearly made entirely by women I had no idea and this is like my third watch."
Children of Men,lowest,"عـــــــــــــــــــــــــــــــــــــــد 1177فـــــــــــــــــــــــــــــــــــــــلم children of menمخـــــــــــــــــــــــــــــــــــرج alfonso cuarenفلم من توقيع مــــخرج ذكي، مخرج قدم: paris, jet'aime, gravity, وغيرها من الافلام، ولقد كنت اتصـــــفح بعض المواقع فوجدته وعندما راجعت موقع imbd., تفاجات بتقييمه العالي:تقريبا 8/10،فقلت يجب ان اشاهد هذه التحفه!!!!!!!!.. خاصه كنت تكــــــــلمت عن رائعة المخرج: roma, واذا بي اتفاجأ بشكل يدعو الى الدهشه، بفلم مهــــــــلهل، تافه، لايستحق المشاهده والاشاده، فلم عادي، ليس بجوده افلامه المــــــهمه الاخرى... ترشح الفلم لثلاث اوسكارات بدوره الاوســـــــكار لعام 2007 ومترشحا لنفس العدد من…"
Children of Men,lowest,"just impossible to watch, bad work of the director, the cameraman who walks and shakes the camera, which makes you feel bad, the scenes look artificial, the script is empty, boring and stupid."
Children of Men,lowest,Most retarded film of all time pirates of the Caribbean is betterExactly More people have SeenD E A D  M A N ‘ S  C H E S T
Children of Men,lowest,sid or whatever his name was talks like a video game cutscene NPC 💀also the CGI kid looks like the ice age baby
Children of Men,lowest,"Oh wow humanity will be saved by a pregnant child, I’ve sure never heard of that before"
Children of Men,lowest,its an interesting topic for a movie
Children of Men,lowest,"Not a single pregnant man, clickbait ahh movie."
Children of Men,lowest,"CHILDREN OF MEN is one of the most boring, overrated, visually cluttered films this critic has ever seen. I spent many hours trying to understand how women would suddenly ""stop"" being ""baby factories"" but I regret to inform you all that I could not come up with an answer that wouldn't have the FBI knocking at my door! Some kind of radiation emitting device driven around the world like those GOOGLE MAPS CARS? I digress, I've said too much about…"
Children of Men,lowest,White ass movie donde el salvador es un hombre blanco insípido y mediocre
Children of Men,lowest,Bought a 9 Sci-fi movies Blu-ray collection. This boring time waster was the first one. I hope the next one will be a real movie. This one can pull my finger.
Children of Men,lowest,"All i can say, is that ever since that baby was born it won’t shut up. The baby was born 45 minutes ago and there hasn’t been one single second in a scene where this damn baby isn’t crying. Seriously the most annoying addition to a film, I have no clue what star rating i would’ve given this movie before the babies birth but now that it is born. Half star. My ears are bleeding, my day is ruined"
Children of Men,lowest,If I could give this zero stars I would
Children of Men,lowest,"Uzun zamandır izlediğim en kötü filmdi. Süper bir konu nasıl bu kadar berbat işlenebilir hayret ettim, gerçekten büyük bir çabanın ürünü. İnstagram önerisiyle izlenilen son film olması dileğiyle.."
Children of Men,highest,"We can be good again.Perhaps the film of the 21st Century, God forgive us."
Children of Men,highest,One of the most beautifully shot movies I've ever seen. The way the world is built for us in those lingering background shots is incredible. So many good long shots and maybe one of the best long shots ever in the final scene.One of the few movies that did it better than the book. I will watch anything Alfonso Cuaron does after seeing this.
Children of Men,highest,locked in from minute 1. What a film
Children of Men,highest,Some of the greatest anguish ever portrayed.
Children of Men,highest,I don’t have much to say outside of it’s one of the greatest films of the this millennium or whatever and watching it in england/london in 2021 is truly horrifying. an especially upsetting experience
Children of Men,highest,Pedophiles hate this one simple trick!
Children of Men,highest,"Don’t tell your mom to watch this after you have a miserable conversation about the state of the world.  It will not help, I promise you."
Children of Men,highest,This was unflinching and horrifying and sudden and insanely good and sad and bleak and I give it a thumbs up 👍 but whyyyyy was he in flip flops the whole time
Children of Men,highest,We need Cuaron back making movies.
Children of Men,highest,"I heard this was great, but I'm still blown back. This movie is phenomenal. Its rare that a movie just fires on every single possible cylinder. Its deeply thematic. You can just draw so many lines between what happens in this dystopic future and what is happening right now (and what was also happening back in 2006, but still people will be like ""Children of Men predicted wisely"" when things have never really changed). It is deeply affecting, getting you…"
Children of Men,highest,"Masterful from start to finish. I’ve been meaning to watch this for years and it did not disappoint.Immediately I felt immersed in this movies world. Everything feels so authentic and lived in. The movie does such a wonderful job of giving you just enough information so you understand the current state of the world. All without obvious and forced exposition.The filming style has a personal feel to it, focusing on the characters as the action happens around them.…"
Children of Men,highest,I would allow Alfonso Cuarón to direct my life
Children of Men,highest,Dios mío lo que dirige Alfonso Cuarón.
The Handmaiden,lowest,…his portrayal of women is a crime…
The Handmaiden,lowest,"If you wanna watch a porno, you should watch this.Its such a shame that the scenery is so beautiful, because this movie sucks. Sooooooo dramatic, boring, stupid plot, and disgustingly vulgar for no reason. I hated this so much I simply couldnt finish it, and I really tried to force myself to. I don't understand how this counts as a real movie, its an excuse to watch two women fuck eachother and listen to everyone else in the film…"
The Handmaiden,lowest,será q emilia perez vai conseguir ser melhor do q essa fanfic?
The Handmaiden,lowest,M'han obligat a mirar-la. A mitja peli m'he anat al llit perquè no entenia res. Semblava interessant però és un romance de lesbianes. Tenien relacions cada 2x3 i era MASSA explícit. A ningú li ha agradat.
The Handmaiden,lowest,Whatever happened to Hello? Hi? How are you?
The Handmaiden,lowest,This whole movie made me uncomfortable
The Handmaiden,lowest,"It was weird, their feelings for eachother felt so forced, i have no idea what's going on, it feels like the plot changed like a thousand times, i dont like it, felt like one of those try hard movies that are ""sooo deep, poetic and revolutionary"" that only critics ""get it"" and is nominated got like a thousand rewards and is at a bunch of film festivals, but yall seem to love it which is weird. And those of you…"
The Handmaiden,lowest,twil bla faydalending ktshofo 9bl mayji b sanawat daw2ya
The Handmaiden,lowest,Tbh i don’t understand the high ratings it was garbage
The Handmaiden,lowest,"I am immediately skeptical of people who think this is as good as—or better than—OldboyorSympathy for Mr. Vengeance. Like the Coen brothers doingNo Country for Old Men, I really don't see the point of faithfully adapting literature that is already innovative within its own medium.Oldboyworks so much better because Park Chan-wook elevated the lackluster source material by reimagining it into something completely different. The story in this film is good, I guess, but the credit goes to the author, not the director, since he didn’t adapt it in any meaningful way. An artistically stagnant, pointless film."
The Handmaiden,lowest,🤢🤢🤢🤮🤮🤮 le réalisateur le plus surcote de l’histoireLe mec peut pas raconter une histoire sans que le sujet principal soit le sexe il est écœurant déjà queOld boyc’était dégoûtant mais encore l’histoire en elle même est correcte mais la c’est vrm à vomirJuste les décors et les tenues qui sont bien dans ce film mais sinon y’a rien à gratter
The Handmaiden,lowest,only thing I liked about this movie is girls running through a pretty scenery laughing together and hurting men’s egoPs: don’t watch it tho it was ewwww
The Handmaiden,lowest,"Pathetic, Park Chan-wook put such genius audio-visual language, used in speculation, in the South Korean feminist most rampant time, he shot this to kneels to lick women's rights. He's a good director, but he's also a shrewd opportunist. The film did not win awards at Cannes and the Blue Dragon Awards, and Park Chan-wook deserved less status than Bong Joon-ho. This film, as a contrast, Bong Joon-ho's true artist persistence and dignity are more displayed, which is why Bong Joon-ho is the director who won the Palme d 'Or and the Oscar"
The Handmaiden,lowest,Enikkum ottum ishtayilla... Enikk onnum manasilayathum illa🥴Definitely not my cup of tea 🙂
The Handmaiden,highest,i wish i could get in a car accident n lose my memory to rewatch this
The Handmaiden,highest,จริงๆเคยดูไปแล้วแต่ช่วงนี้อินคิมแทรีมากเลยกลับมาตั้งใจดูใหม่ ฉากสวยนสดดีเหมือนเดิม ดูจบหาอะไรคิดได้อีกเยอะเลยว่าหนังมาทำงานยังไงบ้าง เป็นเรื่องเปิดตัวได้เว่อวังอลังการ ชอบกว่าเดิมอีกโคด
The Handmaiden,highest,js finished rewatching ts I'M STILL SHOCKED huhu
The Handmaiden,highest,Give me that bells imma do something.Also i like how they cut each other
The Handmaiden,highest,"As the film builds, it subverts everything you thought you knew."
The Handmaiden,highest,"Nunca vi um filme com tanto plot twist como esse, até o final ainda tava esperando a história virar mais uma vez hahahaha.Muito bom!!!"
The Handmaiden,highest,what the hell HAHAHAAHAHAHAH maypa practice ang mga atecco!!!kinda like it tho errrrr liekkk???
The Handmaiden,highest,"thanks for the anatomy class, profs😉✂️"
The Handmaiden,highest,subestimei esse na primeira vez que vi :( muito precioso
The Handmaiden,highest,ชานอุคเก่งอะ การทำงานกับdp หรือทีมตัดต่อ ไม่ว่าจะเป็นคนไหน จังหวะไหน  มันออกมาเป็นลายเส้นของชานอุค การซูมหรือแพนกล้อง แล้วก็คนดูเป็นส่วนหนึ่งของหนังได้เสมอเลย ชอบมาก แทรีร้องไห้ได้น่าเอ็นดู ทำนี่ร้องตามไปติดๆ การที่มีภาษาญี่ปุ่นผสมเกาหลี สลับกัน ชั้นรู้สึกฟินแปลกๆ ในฐานะคนที่ซัฟเฟอร์กับการเรียนสองภาษา ไฟมาละ การเอาศิลปะประวัติศาสตร์ของสองประเทศนี้มาผสมรวมกัน มันเริสอะ เนื้อเรื่องยังคงน่าติดตาม สองชั่วโมงกว่า เราไม่เบื่อสักนิด
The Handmaiden,highest,"South Korean entertainment hits so differently. This film is one of my all-time favorite movies. It's peak cinema, and everyone should give it a try!"
The Handmaiden,highest,Hideko: I’m going to girlboss gatekeep gaslight out of this.
Oldboy,lowest,c quoi ce film de psychopathe j’suis dégoûté
Oldboy,lowest,كله زانالما اتفرجت عليه حسيت دخلت نار جهنم
Oldboy,lowest,"Lo peor que he hecho en mi vida, ver esta película. Empezó mal y por dicha me dormí"
Oldboy,lowest,overrated af so bad i only watched 30mins and dipped
Oldboy,lowest,never seen it but looks aightfollow me back you know who you are
Oldboy,lowest,No one was gonna tell me what this was before I watched it with my roomates?
Oldboy,lowest,قرف البلوت تويست قويي بس القصه مختله واغلب الفلم ملل وقصه غريبه جدا
Oldboy,lowest,"Great movie, DO NOT watch with family"
Oldboy,lowest,This movie is very gross and horrible. I think it was way too boring and just uses pure shock value to try to make it seem like a good movie but it is not worth the time at all.
Oldboy,lowest,Whoever made this needs to be in jail
Oldboy,lowest,😖😖🤢🤮🤮🤮🤢🤢🤮🤮🤮🤮🤮🤢🤢🤢🤢🤧🤧🤧🤧😖😖👎🏻👎🏻👎🏻👎🏻👎🏻🤢🤢🤢🤮🤮🤮
Oldboy,lowest,I rated it 3 1/2 stars when I only watched 15 minutes of it.Now that I watched all of it 1/2 star out of TENХvйня полная
Oldboy,lowest,"i doubt if not for the existence of tara 'n tino you all would be able to say anything about it, the philosophical question to ponder ignited by the film was met with a swift answer in my head just seconds post the presentation of the aforementioned dillemma, the answear formed in a question: i see but why? anticlimactic, so cool tho punchy punchy manly man le epic western (?) stylei see only two possible explanations:1 - someone…"
Oldboy,highest,Non è mica stato il cazzo di wujin.
Oldboy,highest,"oh wow -oh god…the twist was like my first thought in the restaurant, but then i forgor.."
Oldboy,highest,we’re just a bunch of old boys after all
Oldboy,highest,Best revenge movie and one of the best film in history.
Oldboy,highest,Holy fuck this shit is amazing damn better than resevoir dog
Oldboy,highest,Imagine hooking up with someone after being held captive just to find out that she’s your daughter
Oldboy,highest,"Great cinematography!Tough story, but such a great effort."
Oldboy,highest,Watched this for the first time on a crappy old TV with close friends and it changed the way I experience films forever. Insanely immersive film every watch. You can’t look away!!! 🫣
Oldboy,highest,"""why are still here...just to suffer?""But real talk, probably the best fight sequence in a corridor ever put to film."
Oldboy,highest,"absolute cinema🙌Park Chan wook arrasou dmais com essa. Criou um personagem completamente moído, a beira da loucura, socado em um episódio d vingança. Babado."
Oldboy,highest,je pete un plomb comme c’est bien
Oldboy,highest,"Fight fire with fire, or in Li Woo-jin’s case; incest with incest."
Oldboy,highest,ตับจะแตก 10/10 คนละรสกับ Lady Vengeance เลยแต่อันนี้จะออกขมหน่อย กึ๋ย แต่นี่ผมจะให้5ดาวเต็มหลอดกับผกกคนนี้อีกแล้วเหรอ555555555
Oldboy,highest,الفلم الوحيد اللي استحي اقيمه هو يقيمني
The Master,lowest,Never getting those hours of my life back. Stacked cast but no substance at all
The Master,lowest,اقسم بالله ازق فيلم تابعته بحياتي مهما صار لو كنت ميت طفش لا تشغله ابد لو تتابع شباب البومب قسم بالله اصرف لك من هالعفن ياهو زق بشكل طويل على غير سنع كاست ملعون جدف و كل امهم كومبارس قصة من الزباله وربي حتى النص كثيره عليه
The Master,lowest,"This picture uses PTSD as an excuse for the lead to be an asshole. Reductive and harmful representation. I've got PTSD and you don't see me walking around like a violent little shit. Also, considering women are TWICE as likely to have PTSD it's actually egregious that PTAnderson decided to make the movie (that has nothing to do with women) insist on objectifing women.Make a movie about specifically male-experienced, war-related PTSD--great idea!-- YOU DONT HAVE TO SACRIFICE YOUR FEMALE AUDIENCE TO MAKE A MOVIE IMPACTFUL🖕"
The Master,lowest,I hated this movie with every fiber of my being. Not quite as much as I hate Beau Is Afraid or broccoli or Tom Brady or Bon Iver or Market Basket or UVA or the state of Connecticut. But I hated it a lot. Fuck this movie.
The Master,lowest,I'm not coming with this movie. It's hogwash in my opinion.
The Master,lowest,Horrible movie. I finished(no pun intended) and literally said out loud wtf did I just watch.
The Master,lowest,"Juste jag försökte kolla på den två ggr för jag litade verkligen inte på dig tyra när du sa att den var dålig….Men du hade rätt å jag kom inte ens igenom hela, mitt hat för joaquin phoenixs karaktär var för stark och hela vajben som filmen utstrålade var äcklig 🤢"
The Master,lowest,"its very confusing, very random, very idk man what got in me that decided to watch this?"
The Master,lowest,Esse eGravidadea80km/hpra ver qual é o pior.🤮
The Master,lowest,Saw this forever ago and nothing happened. Literally the movie has no events occur. Everyone else who says it has any meaning is a liar and dumber than they think they are.This movie is doo doo fart for normal people.
The Master,lowest,NO i prefer watching two black men kissing
The Master,lowest,15 temmuz belgeseliYarrak gibi film Allah belanızı versin
The Master,lowest,"the only master in this movie was joaquin phoenix brewing potions out of bread, paint and alcohol"
The Master,highest,Ok now stick it back in it fell out
The Master,highest,I feel sick and dazed after watching this. I’m not fully sure I understood everything but I felt every scene. I can’t even think of anything to write about this.
The Master,highest,"A drunk meets a man named Lancasterwho fancies himself a proud pastor.They each have their ends,but they quick become friends,both looking for his own Master."
The Master,highest,"Throughout much of my lifetime, as such with anyone else, I have gone through a number of different friendships that have fizzled out for one reason or another. There have been multiple different occasions where I would consider someone my “best friend”. There are two that stand out in particular, and for the purpose of this story, I will refer to them as A and B respectively. While both obviously had their own distinct characteristics, I think they both fulfilled…"
The Master,highest,"This film feels like one of those AI-generated images where you think you see many objects, but the closer you look, the more it dissolves into an unrecognizable mass. Paul Thomas Anderson doesn’t offer us a story, instead he offers a feverish dream of wounded souls, stumbling blindly through the fog.Freddie didn’t truly need the Master, even though he had always been loyal to someone. It was Dodd who needed Freddie more. Together, they orbit each other like twin…"
The Master,highest,every single actor gave a 10/10 lifetime performance in this
The Master,highest,not to brag but i think i understood this
The Master,highest,If if if you if you already know the answers to your questions then why ask Pig FUCK
The Master,highest,"If you need someone to play a middle-aged sexual deviant, call Joaquin Phoenix. Please Lancaster you gotta stop inviting your drunk sexual deviant over. I don’t even think he wants to get brainwashed."
The Master,highest,For what will it profit a man if he gains the whole world and forfeits his soul?Matthew 16:26
The Master,highest,"Watched this a couple years ago and admittedly was confused.Watched again last night and then woke up this morning and watched it again. I can firmly slot this as my favorite PTA movie now. I know everybody was dying to know. These are facts that I’m giving you, they are not opinions. They are FUCKING FACTSI just wanna see more Hoffman :("
The Master,highest,I loved every minute of this movie and the unreal hallucinatory nature of certain scenes.
The Master,highest,impressive how a single human wrote this moviejust proves why he's one of the best to ever do it.
The Master,highest,"Its that kind of a movie that reminds why you fell in love with cinema in the first place.It is a screenplay that is beyond my comprehension and exceeds limitlessly. There are some elements that we rarely find elsewhere. It is the connection between the two main characters. I may not be old enough to fully understand the chemistry between Joaquin Phoenix and Philip Seymour, that instant liking for a person to come at such old age would surely…"
Pan’s Labyrinth,lowest,"The magical, mystical elements are absolutely incredible. Whats even more incredible is that 90% of the runtime gets taken up by vapid characters in an uninteresting storyline."
Pan’s Labyrinth,lowest,je remercierai jamais ma prof d’espagnol de m’avoir montré ce film
Pan’s Labyrinth,lowest,Honestly one of the worst movie I’ve ever seen
Pan’s Labyrinth,lowest,i hate fauns i despise them stupid ugly creatures just thinking about them fills me with rage. stupid movie hate is not a strong enough word fck fauns AND this movie
Pan’s Labyrinth,lowest,O filho da puta que fez esta merda deveria ser açoitado.
Pan’s Labyrinth,lowest,Quiero probar lo mismo que el que escribió esto
Pan’s Labyrinth,lowest,Such a huge disappointment…. I really thought I would love it and at the end I was just super bored for the whole movie 😩
Pan’s Labyrinth,lowest,"La peor película que vi en mi vida. Lentísima, la protagonista es un personaje secundario y se debería llamar ""el laberinto de los militares de franco"". Muy aburrida y mal escrita. Le daría 0 pero no se puede"
Pan’s Labyrinth,lowest,I HATE this movie with a burning passion. I watched it in Spanish class and was traumatized. El fauno is a DISGUSTING pedophile. Just writing this review and thinking about this movie HURT ME.
Pan’s Labyrinth,lowest,Love fantasy but really hated this
Pan’s Labyrinth,lowest,"I'm not sure why so many people give great reviews. I watched it last with my bf, who wanted to watch it again as it was one of his favourite films when he was younger. we lost interest after 30 min or so.the plot is hella dry and predictable, the characters are shallow like puppets and the dialogues are so bad.it's like watching a bad disney film with your little cousin – but i think if i had…"
Pan’s Labyrinth,lowest,"El trauma de mi vida, dios mío las pesadillas que yo he tenido. 💀"
Pan’s Labyrinth,lowest,"Isso daqui vai fazer sempre parte dos meus pesadelos... Não planejo ver isso tão breve, quer dizer, acho que nunca mais. Assistir uma vez já foi o suficiente.Além de eu achar chato, me assusta."
Pan’s Labyrinth,lowest,"from the overengineered sound to the overused mask wipe transitions and the cliche characters and tropes and the unnatural lighting and the shitty vfx and the shitty day for night and the shitty characters with no development, you know a movie sucks when the folino is fully laughing AT a horror movie. i’d give up anything to be schizo with this little girl bru give me whatever she’s on"
Pan’s Labyrinth,highest,"Favorite movie that I watched with my mom, she says I look like the child"
Pan’s Labyrinth,highest,"just the most amazing film i have ever experienced :,) yearly rewatch!!"
Pan’s Labyrinth,highest,That THING traumatized little me
Pan’s Labyrinth,highest,"The folklore style and mild occult touches made this a good watch for Half-O-Ween/Walpurgisnacht. Very beautiful and melancholy, and still feels very European and very “Del Toro.”"
Pan’s Labyrinth,highest,"Guillermo Del Toro might have the most beautiful and creative mind on earth. He knows how to tell a story so damn well. Everything from the VFX to the acting, this is an easy 5 stars"
Pan’s Labyrinth,highest,this movie is a childhood dream.
Pan’s Labyrinth,highest,"Amazing, every part of it. The end was actually sad and movies don’t normally make me sad man."
Pan’s Labyrinth,highest,I would die for Mercedes. But it wouldn’t do much good. She’s too dumb to live.
Pan’s Labyrinth,highest,ubbidire senza pensare; preferisco morire
Pan’s Labyrinth,highest,"Al que no le gusto esta pelicula no entiende de cine, es sumante cautivadora y con una direccion de actores envidiable."
Pan’s Labyrinth,highest,"oh this hurt so bad but mr del toro, im a masochist so do it again"
Pan’s Labyrinth,highest,"Man, I love this movie so much. I just had to watch it as part of my monster movie marathon tonight."
Heat,lowest,"For a guy that has a monetary goal he’s trying to reach, Burt Reynolds’ character sure likes to turn down money in whatever way he can. Dude knows how to shatter a kneecap in a single blow tho."
Heat,lowest,"Ich habe gerade Burt Reynolds Biografie gelesen, er ist eine absolute Ikone, die hier leider selbstverliebt durch einen Film wandert, der aus guten Gründen an den Kinokassen und Kritikern brachial scheiterte. »Charles Bronson für Arme« wäre noch geprahlt, so konfus und langsam zieht sichNICK, DER KILLERdahin. Natürlich sind ein paar Trashperlen enthalten, wie etwa die irre Scherenszene im Psychopathen-Apartment. Das Fazit muss aber leider lauten: Zäh wie ein Aldischnitzel – ich bin dreimal eingeschlafen und meine Frau hat mir das Ende erzählt."
Heat,lowest,"Classic ""a movie about the making of the movie would be better than the movie"" movie."
Heat,lowest,Burt Reynolds y Las Vegas… esta peli se hizo en 1986 para que yo viniese ahora y la gozase.
Heat,lowest,This looks and feels like a made for television movie. Burt looks bored and the action scenes are badly dated.I’m just confused how William Goldman could write this.
Heat,lowest,"Much slower than I was anticipating. It has some good moments spread throughout and the final 20 mins or so are a good time, as he takes down the Vegas goons but a long lead up until that point."
